From	To
Q8NHP1	AKR7L
O43747	AP1G1
Q9H9E1	ANKRA2
P28838	LAP3
P08758	ANXA5
Q96QS3	ARX
Q5T2N8	ATAD3C
Q8NCT1	ARRDC4
Q8WWX0	ASB5
O14983	ATP2A1
Q7Z6A9	BTLA
O75150	RNF40
A8MY62	LACTBL1
Q96NH3	TBC1D32
Q9C0B6	BRINP2
O60477	BRINP1
Q9UMX3	BOK
Q14457	BECN1
P13497	BMP1
Q6UX72	B3GNT9
Q5NE16	CTSL3P
Q12982	BNIP2
Q92583	CCL17
O75828	CBR3
Q6ZV80	LINC02898
Q8WU43	C2orf15
Q9H257	CARD9
A0A1B0GTI1	CCDC201
Q8WVQ1	CANT1
Q9Y698	CACNG2
Q8NFR7	CCDC148
Q9NQR7	CCDC177
Q96LZ3	PPP3R2
Q8IU99	CALHM1
Q9BZP6	CHIA
P49716	CEBPD
Q8N6G5	CSGALNACT2
Q5T0N1	CFAP70
P35790	CHKA
Q7Z4T9	CFAP91
Q6NUI6	CHADL
Q02224	CENPE
Q6ZMN8	CCNI2
P08861	CELA3B
O43916	CHST1
Q9HCK8	CHD8
Q8IV13	CCNJL
P50613	CDK7
Q8WUD6	CHPT1
O00622	CCN1
Q01850	CDR2
P24385	CCND1
C9JXX5	C11orf94
Q8N6U2	LINC00612
Q8N365	CIART
Q96LM1	LINC00615
Q8N999	C12orf29
P02452	COL1A1
Q9ULV3	CIZ1
Q9Y271	CYSLTR1
F2Z3M2	LINC02876
Q16678	CYP1B1
Q86Y22	COL23A1
Q8WVH0	CPLX3
Q5T4H9	MIR1915HG
P22914	CRYGS
Q8N8Q8	COX18
Q2UY09	COL28A1
Q9NYP7	ELOVL5
Q8N3D4	EHBP1L1
P78545	ELF3
Q03111	MLLT1
Q6IPT2	FAM71E1
Q14320	FAM50A
B3EWG5	FAM25C
Q5VW36	FOCAD
P49356	FNTB
Q9NWM8	FKBP14
O95302	FKBP9
P10767	FGF6
Q5TD97	FHL5
Q9UKT5	FBXO4
O14843	FFAR3
P12319	FCER1A
Q96M78	FER1L6-AS2
Q9BTP7	FAAP24
Q14517	FAT1
Q8IVP5	FUNDC1
P04406	GAPDH
P23769	GATA2
Q99999	GAL3ST1
Q9Y261	FOXA2
Q9P0K8	FOXJ2
Q9HDB9	ERVK-5
O95954	FTCD
P19883	FST
Q5YKI7	GGNBP1
Q02643	GHRHR
P48169	GABRA4
Q8ND71	GIMAP8
P30793	GCH1
O14764	GABRD
Q8WZA8	GCRG224
Q9BSJ2	TUBGCP2
A6NDK9	GOLGA6C
Q9NS66	GPR173
Q86WP2	GPBP1
Q96P66	GPR101
Q8N335	GPD1L
Q9UGJ0	PRKAG2
P29274	ADORA2A
Q9NZD4	AHSP
P30838	ALDH3A1
Q5T7M4	C1QTNF12
O75969	AKAP3
Q9NZN9	AIPL1
P36896	ACVR1B
Q9NZK5	ADA2
P08913	ADRA2A
Q9BZ11	ADAM33
Q9UKJ8	ADAM21
P0C6C1	ANKRD34C
Q8IV38	ANKMY2
Q8IZ07	ANKRD13A
Q9NXU5	ARL15
Q7Z628	NET1
Q92481	TFAP2B
O15013	ARHGEF10
O14791	APOL1
P50583	NUDT2
P23582	NPPC
Q9Y2G4	ANKRD6
Q0VD83	APOBR
Q96QE3	ATAD5
P07306	ASGR1
Q14CW9	ATXN7L3
Q9UBR1	UPB1
Q96Q07	BTBD9
A4D250	BLACE
O95971	CD160
Q12934	BFSP1
Q9BXC9	BBS2
Q7RTS1	BHLHA15
Q96K17	BTF3L4
Q6ZP65	BICDL1
Q5TH69	ARFGEF3
O60512	B4GALT3
Q9BUH8	BEGAIN
P56817	BACE1
P15291	B4GALT1
P34820	BMP8B
O14613	CDC42EP2
Q9C0K0	BCL11B
O95931	CBX7
Q92793	CREBBP
Q5JTY5	CBWD3
Q96GE6	CALML4
Q06432	CACNG1
Q9H8G2	CAAP1
Q9BXJ1	C1QTNF1
Q69YN2	CWF19L1
Q7Z5L3	C1QL2
Q9H159	CDH19
P16070	CD44
Q9ULB4	CDH9
Q9NQW8	CNGB3
A0A1B0GUT2	C10orf143
Q96F05	C11orf24
P41240	CSK
Q9BSJ5	C17orf80
Q7Z408	CSMD2
Q9H336	CRISPLD1
P11509	CYP2A6
Q30KQ9	DEFB110
Q9UI46	DNAI1
Q9UBU2	DKK2
O15263	DEFB4A
O15263	DEFB4B
P31689	DNAJA1
Q8NFT8	DNER
Q96EY1	DNAJA3
P0CG12	DERPC
Q66K89	E4F1
P40939	HADHA
P42126	ECI1
Q9UHN1	POLG2
Q9UPQ8	DOLK
Q8IZS6	DYNLT2
P04440	HLA-DPB1
Q99944	EGFL8
P54849	EMP1
Q96C19	EFHD2
Q7L2H7	EIF3M
P61568	ERVK11-1
Q96KS0	EGLN2
O60825	PFKFB2
Q16877	PFKFB4
P50549	ETV1
P0C2L3	FAM163B
Q6ZN32	ETV3L
Q5VT28	FAM27B
Q5VT28	FAM27C
Q6ZV65	FAM47E
Q8NA70	FAM47B
Q8IV48	ERI1
P84090	ERH
Q6P995	FAM171B
Q8NEV8	EXPH5
Q2M2I3	FAM83E
O75460	ERN1
Q5T0W9	FAM83B
Q6ZRV2	FAM83H
A0A1B0GW35	EXOC1L
Q8NCA5	FAM98A
Q96DN0	ERP27
A0A1B0GVM5	ETDC
Q6ZVH7	ESPNL
Q5T1H1	EYS
Q6GMR7	FAAH2
Q9NV70	EXOC1
P24390	KDELR1
Q12929	EPS8
Q14236	DIAPH2-AS1
Q9NZ56	FMN2
P22732	SLC2A5
Q9HCT0	FGF22
Q9UGQ3	SLC2A6
P55075	FGF8
Q96M96	FGD4
O75015	FCGR3B
Q9UK97	FBXO9
Q86TX2	ACOT1
P21589	NT5E
Q8N5Z0	AADAT
P31751	AKT2
Q99217	AMELX
P43353	ALDH3B1
P55263	ADK
Q15848	ADIPOQ
Q53H12	AGK
P00813	ADA
Q96SZ5	ADO
Q9BV10	ALG12
P60006	ANAPC15
Q8WXK3	ASB13
Q9H765	ASB8
A6ND91	ASPDH
P98198	ATP8B2
Q8N1L9	BATF2
Q9H8M2	BRD9
Q9NPI1	BRD7
P82251	SLC7A9
Q9BRD0	BUD13
Q8TDC3	BRSK1
Q13490	BIRC2
P02730	SLC4A1
Q9NYF8	BCLAF1
P11274	BCR
Q9H165	BCL11A
Q14692	BMS1
P55773	CCL23
Q8IVM0	CCDC50
Q7Z6B0	CCDC91
Q6ZRK6	CCDC73
P40123	CAP2
P54284	CACNB3
Q9NPF0	CD320
A4QMS7	C5orf49
Q8N1A6	C4orf33
Q8IZ16	C7orf61
Q6NT52	CGB2
Q13231	CHIT1
O76076	CCN5
Q96FF9	CDCA5
Q00535	CDK5
Q32M92	C15orf32
Q96M19	LINC00477
Q8IV77	CNGA4
Q96A22	C11orf52
Q92989	CLP1
Q9UBD9	CLCF1
Q86VU5	COMTD1
Q92600	CNOT9
A8MZG2	C16orf90
Q8N4C9	C17orf78
Q99829	CPNE1
Q96MW5	COG8
Q7Z4B0	LINC00305
O43809	NUDT21
Q96MU5	CD300LD-AS1
Q9BZP3	LINC00470
P46109	CRKL
Q8N1L4	CYP4Z2P
Q8N436	CPXM2
Q9H3G5	CPVL
Q12887	COX10
P09603	CSF1
Q9HCS2	CYP4F12
Q9UH73	EBF1
Q9H098	FAM107B
Q7L576	CYFIP1
Q9BQM9	C20orf144
Q53GD3	SLC44A4
Q9P0U4	CXXC1
P04839	CYBB
O95822	MLYCD
Q9BUQ8	DDX23
A8MYV0	DCDC2C
O95865	DDAH2
Q96NX9	DACH2
P61803	DAD1
P81534	DEFB103A
P81534	DEFB103B
Q8WTQ1	DEFB104A
Q8WTQ1	DEFB104B
Q9UIK4	DAPK2
Q6PK57	DNM1P34
Q8WXX5	DNAJC9
Q15700	DLG2
Q9UQ10	DHDH
P63172	DYNLT1
P20800	EDN2
Q8N7M0	DYNLT5
Q16829	DUSP7
Q92782	DPF1
Q9H4B8	DPEP3
Q9UQ16	DNM3
Q9Y4J8	DTNA
P08246	ELANE
Q6NXP2	FAM71F2
O95990	FAM107A
Q1W6H9	FAM110C
Q8IXL6	FAM20C
Q9Y421	FAM32A
Q6NT32	CES5A
Q02790	FKBP4
Q8N6N7	ACBD7
O14734	ACOT8
Q6ZNF0	ACP7
Q8TDN7	ACER1
P17174	GOT1
Q99218	AMELY
P28332	ADH6
P48448	ALDH3B2
Q9UKF2	ADAM30
Q6ZNB7	AGMO
Q96CM8	ACSF2
Q8N302	AGGF1
Q9BT22	ALG1
P10323	ACR
Q8N4T4	ARHGEF39
Q8N1W1	ARHGEF28
P25098	GRK2
Q8N8A2	ANKRD44
Q9NR81	ARHGEF3
Q9ULZ3	PYCARD
Q99933	BAG1
Q99731	CCL19
P27824	CANX
Q8N5R6	CCDC33
P49913	CAMP
Q9Y258	CCL26
P07384	CAPN1
Q8TD31	CCHCR1
Q5VWW1	C1QL3
P43155	CRAT
Q99674	CGREF1
Q14002	CEACAM7
P59074	CHMP4BP1
Q9Y5P4	CERT1
Q6V702	CFAP299
D6REC4	CFAP99
Q6UY09	CEACAM20
Q9BXF3	CECR2
Q16739	UGCG
Q96S94	CCNL2
Q5T0Z8	C6orf132
Q96FZ7	CHMP6
Q9NZZ3	CHMP5
P50750	CDK9
Q96JP9	CDHR1
Q8ND76	CCNY
Q8N1B3	CCNQ
Q86TU6	LINC00523
Q96MX0	CMTM3
Q07065	CKAP4
A5D8T8	CLEC18A
P10176	COX8A
Q9BZB8	CPEB1
Q5HYK3	COQ5
P06850	CRH
Q9BQW3	EBF4
P17302	GJA1
O15255	RTL8C
Q05329	GAD2
P20711	DDC
P11926	ODC1
Q9H8H2	DDX31
Q96D03	DDIT4L
Q8N2C3	DEPDC4
Q9NTK1	DEPP1
Q07507	DPT
O43812	DUX1
P49916	LIG3
P59020	DSCR9
Q9UL01	DSE
Q13202	DUSP8
Q6XUX3	DSTYK
Q9P225	DNAH2
P01911	HLA-DRB1
Q7Z2Z2	EFL1
Q9Y262	EIF3L
A4FU69	EFCAB5
Q9Y6X5	ENPP4
P18146	EGR1
Q9UHL3	FAM153A
Q9NX77	ERVK13-1
P05413	FABP3
Q14153	FAM53B
Q9Y282	ERGIC3
P11171	EPB41
Q8IUS5	EPHX4
Q14315	FLNC
Q5W0V3	FHIP2A
Q6QHK4	FIGLA
Q14192	FHL2
Q92496	CFHR4
Q6BAA4	FCRLB
O43427	FIBP
Q9Y4F1	FARP1
P35637	FUS
Q9Y2L6	FRMD4B
Q8NI29	FBXO27
P54803	GALC
Q9NXK8	FBXL12
Q9BZS1	FOXP3
Q2TAA5	ALG11
Q86TW2	ADCK1
Q4L235	AASDH
P37023	ACVRL1
P42568	MLLT3
A6NM10	AQP12B
Q8IVW6	ARID3B
Q6ZTN6	ANKRD13D
Q96CW1	AP2M1
P01008	SERPINC1
Q86XS5	ANGPTL5
Q96B67	ARRDC3
Q9C0K3	ACTR3C
O75143	ATG13
Q6HA08	ASTL
P56856	CLDN18
Q9NTI2	ATP8A2
A8MTZ0	BBIP1
Q9UIF8	BAZ2B
P51572	BCAP31
P12643	BMP2
O43505	B4GAT1
Q8NFQ5	BPIFB6
Q8TBE0	BAHD1
O94812	BAIAP3
Q9HBI5	C3orf14
Q2M243	CCDC27
Q9BXY5	CAPS2
Q17RM4	CCDC142
Q8IW40	CCDC103
Q53S99	C2orf83
Q6ZUS5	CCDC121
Q4G0X9	CCDC40
Q6MZZ7	CAPN13
Q6TFL3	CCDC171
Q8N350	CBARP
Q8N6G1	LINC00337
Q14444	CAPRIN1
Q8N1I8	CACTIN-AS1
A0A1B0GVQ3	CCDC200
Q9UNH5	CDC14A
P55287	CDH11
P02747	C1QC
Q13634	CDH18
Q6P1N0	CC2D1A
O75493	CA11
Q9H251	CDH23
Q5VVS0	C1orf140
P42695	NCAPD3
Q9UJX2	CDC23
Q2KHT3	CLEC16A
O95833	CLIC3
Q96Q77	CIB3
Q8WUH1	CHURC1
Q6PUV4	CPLX2
Q9BW60	ELOVL1
P10635	CYP2D6
P24387	CRHBP
P02741	CRP
O60676	CST8
Q8NEC5	CATSPER1
Q8N268	LINC02910
O14595	CTDSP2
Q13616	CUL1
Q8IX95	CTAGE3P
P08574	CYC1
Q7LFL8	CXXC5
Q99259	GAD1
Q6QEF8	CORO6
Q14203	DCTN1
Q16531	DDB1
Q01524	DEFA6
Q8TDD1	DDX54
Q9H1M3	DEFB129
Q8WVC6	DCAKD
Q8N104	DEFB106A
Q8N104	DEFB106B
Q9UK59	DBR1
Q9NV06	DCAF13
P0C7V8	DCAF8L2
Q8N690	DEFB119
P11532	DMD
Q9BPW9	DHRS9
P49917	LIG4
Q14689	DIP2A
Q96SL1	SLC49A4
Q9Y2H0	DLGAP4
P24855	DNASE1
O95057	DIRAS1
Q96CJ1	EAF2
P43005	SLC1A1
O60496	DOK2
Q9BV94	EDEM2
P06340	HLA-DOA
Q16828	DUSP6
A2CJ06	DYTN
Q75LS8	FKBP9P1
Q52LR7	EPC2
Q8WW38	ZFPM2
Q96RJ6	FERD3L
O43320	FGF16
Q9BXR6	CFHR5
O14842	FFAR1
Q9UKA2	FBXL4
Q6PIW4	FIGNL1
P98174	FGD1
Q96RD9	FCRL5
Q86WN1	FCHSD1
Q9H2C0	GAN
Q8N1E6	FBXL14
A2A2Y4	FRMD3
Q9NU39	FOXD4L1
Q99853	FOXB1
Q7L211	ABHD13
Q96SE0	ABHD1
P04217	A1BG
P30154	PPP2R1B
Q8WWZ7	ABCA5
O95342	ABCB11
A0PJZ0	ANKRD20A5P
P26439	HSD3B2
Q7L8J4	SH3BP5L
Q5SQ80	ANKRD20A2P
Q0P651	ABHD18
Q9NUZ1	ACOXL
Q9BTE6	AARSD1
Q9BYF1	ACE2
O95264	HTR3B
Q60I27	ALS2CL
P61163	ACTR1A
Q96K78	ADGRG7
O00192	ARVCF
Q8N9N2	ASCC1
Q96KQ4	PPP1R13B
Q5SYC1	CLVS2
Q9UMQ3	BARX2
Q69YU5	BRAWNIN
Q00994	BEX3
Q9P203	BTBD7
Q06187	BTK
Q15059	BRD3
P80723	BASP1
Q76B58	BRINP3
Q6ZU67	BEND4
Q9BYV9	BACH2
Q9NP55	BPIFA1
O95816	BAG2
Q86Y30	BAGE2
Q8N8R5	C2orf69
A6NC98	CCDC88B
Q15834	CCDC85B
Q8WWF8	CAPSL
Q9BXI9	C1QTNF6
Q9NRR3	CDC42SE2
P04003	C4BPA
A0A1B0GU71	CFAP97D2
Q99622	C12orf57
Q52M75	LINC01554
Q9Y6F7	CDY2A
Q9Y6F7	CDY2B
P22681	CBL
Q5SZL2	CEP85L
Q8N7R7	CCNYL1
Q9BPX7	C7orf25
P42771	CDKN2A
Q5JU67	CFAP157
Q69YH5	CDCA2
Q07002	CDK18
P41597	CCR2
O60563	CCNT1
Q9C0C6	CIPC
P23946	CMA1
Q9NPC3	CCNB1IP1
Q08708	CD300C
O15516	CLOCK
Q9NQ32	C11orf16
Q5SQS8	C10orf120
Q9NS75	CYSLTR2
P02458	COL2A1
Q5IJ48	CRB2
K7EIQ3	ZNF561-AS1
Q9HCH3	CPNE5
Q8N123	CPXCR1
Q02318	CYP27A1
Q8N118	CYP4X1
P78329	CYP4F2
Q5TZA2	CROCC
P54108	CRISP3
Q8WTW3	COG1
P19876	CXCL3
Q6PD62	CTR9
Q9H4D0	CLSTN2
Q9NWM3	CUEDC1
Q7Z7A3	CTU1
Q5T442	GJC2
P27707	DCK
P20815	CYP3A5
Q6ZN54	DEF8
P26196	DDX6
Q9NRG7	SDR39U1
Q86SG3	DAZ4
Q6ZN68	DPY19L2P2
Q9NQZ3	DAZ1
Q9GZS0	DNAI2
A0A096LNP1	DEFB131B
O75937	DNAJC8
Q9NZQ0	DNAJC27
Q96HY7	DHTKD1
Q8NBQ5	HSD17B11
P37058	HSD17B3
Q92796	DLG3
P23743	DGKA
Q86YH6	PDSS2
Q0P6D2	DIPK1C
Q008S8	ECT2L
O95905	ECD
Q0VDD8	DNAH14
Q5T2R2	PDSS1
Q8IY82	DRC7
Q86Y13	DZIP3
Q8N5C7	DTWD1
Q9NT22	EMILIN3
O43281	EFS
Q8N336	ELMOD1
O75355	ENTPD3
Q96MY7	FAM161B
P63104	YWHAZ
P22760	AADAC
Q9NY61	AATF
P08908	HTR1A
Q8IUX4	APOBEC3F
P04075	ALDOA
P31749	AKT1
Q86UN6	AKAP14
Q9UKA4	AKAP11
Q0VDE8	ADIG
Q5T2L2	AKR1C8P
Q9NR19	ACSS2
O95994	AGR2
Q9BUB4	ADAT1
Q08828	ADCY1
Q5T1N1	AKNAD1
Q96BM9	ARL8A
Q96DR7	ARHGEF26
Q96LR9	APOLD1
Q9BXS5	AP1M1
Q96PS8	AQP10
Q2VPB7	AP5B1
P59780	AP3S2
Q9ULJ7	ANKRD50
O43299	AP5Z1
Q9Y6B7	AP4B1
P0DUB6	AMY1A
Q5T9A4	ATAD3B
P19961	AMY2B
Q6ZW76	ANKS3
Q8NAG6	ANKLE1
Q9Y574	ASB4
Q76L83	ASXL2
Q8IZT6	ASPM
P16615	ATP2A2
Q96B33	CLDN23
Q674R7	ATG9B
Q9UBL0	ARPP21
Q3B7I2	CNPY1
H3BNL8	ARMH2
P61158	ACTR3
Q5T2E6	ARMH3
Q9NT62	ATG3
Q6PIY5	ARMH1
Q8N129	CNPY4
P00846	MT-ATP6
Q8WXE1	ATRIP
O75882	ATRN
P21554	CNR1
O76071	CIAO1
Q96CD2	PPCDC
A6NMZ7	COL6A6
Q9H6Q4	CIAO3
Q6UXF7	CLEC18B
Q9H324	ADAMTS10
Q76LX8	ADAMTS13
P10643	C7
Q86WW8	COA5
P18545	PDE6G
Q8TE56	ADAMTS17
Q5JTJ3	COA6
P27658	COL8A1
Q8TE59	ADAMTS19
Q9UHI8	ADAMTS1
P25067	COL8A2
O15072	ADAMTS3
P07358	C8B
Q9UKP4	ADAMTS7
Q03692	COL10A1
Q5TC12	ATPAF1
P06576	ATP5F1B
Q9GZY4	COA1
Q58HT5	AWAT1
Q5VT79	ANXA8L1
Q6E213	AWAT2
P26992	CNTFR
O75964	ATP5MG
Q9UII2	ATP5IF1
Q9H0C5	BTBD1
Q96KE9	BTBD6
P35070	BTC
O60566	BUB1B
Q96G97	BSCL2
Q9H2M3	BHMT2
Q96Q91	SLC4A9
Q6ZT62	BARGIN
P20749	BCL3
Q7Z569	BRAP
Q86WA6	BPHL
Q9BQE9	BCL7B
O96024	B3GALT4
Q6ZUV0	ACOT7L
O75531	BANF1
P0DN24	C3orf86
Q6ZSB3	LINC00299
Q86WR0	CCDC25
Q96PB1	CASD1
Q68DN1	C2orf16
Q9HC52	CBX8
A6NCS6	C2orf72
Q6ZUS6	CCDC149
A6NI56	CCDC154
Q96AQ1	CCDC74A
A6NNP5	CCDC169
Q8NF67	ANKRD20A12P
Q8NC06	ACBD4
Q9NRA8	EIF4ENIF1
P31941	APOBEC3A
P43681	CHRNA4
Q96IF1	AJUBA
Q9H553	ALG2
Q8TC94	ACTL9
Q04771	ACVR1
P62736	ACTA2
Q9Y673	ALG5
Q9BZE9	ASPSCR1
Q99929	ASCL2
P13637	ATP1A3
O75175	CNOT3
P10523	SAG
Q9NZ32	ACTR10
P05997	COL5A2
Q96C12	ARMC5
Q8NC01	CLEC1A
Q3ZCQ2	ANXA2R
Q92478	CLEC2B
P18859	ATP5PF
Q9H6S1	AZI2
Q96A70	AZIN2
O00244	ATOX1
P51164	ATP4B
O75947	ATP5PD
P56385	ATP5ME
Q8NHH9	ATL2
Q96G01	BICD1
Q99728	BARD1
Q6AI39	BICRAL
Q8N9N5	BANP
O00238	BMPR1B
Q6L9W6	B4GALNT3
Q99616	CCL13
O43825	B3GALT2
Q9H3Q1	CDC42EP4
Q8NA47	CCDC63
Q6ZMU1	C3P1
Q52MB2	CCDC184
P54289	CACNA2D1
P60033	CD81
Q49AR2	C5orf22
Q96LM5	C4orf45
Q9UKJ5	CHIC2
O75794	CDC123
Q4VX62	LINC02901
Q8WU49	C7orf33
Q5T4I8	C6orf52
Q8IU89	CERS3
P06731	CEACAM5
Q6YHK3	CD109
P51946	CCNH
Q9Y3E7	CHMP3
Q8WWL7	CCNB3
P24941	CDK2
P07199	CENPB
O95170	CDRT1
G9CGD6	CNK3/IPCEF1
Q8IXP5	C11orf53
P22792	CPN2
Q9NVV2	C19orf73
Q8WXE0	CASKIN2
Q6P387	C16orf46
P82279	CRB1
Q96N68	C18orf15
Q8NI60	COQ8A
Q7KZN9	COX15
O43405	COCH
Q9BR76	CORO1B
Q8IXT1	DDIAS
Q99895	CTRC
O75618	DEDD
Q8WUS8	SDR42E1
Q8IZN7	DEFB107A
Q8IZN7	DEFB107B
A6NMT0	DBX1
Q9UGM3	DMBT1
Q8WYQ5	DGCR8
P56177	DLX1
Q86SQ9	DHDDS
Q9NSV4	DIAPH3
Q96M86	DNHD1
Q6ZPD8	DGAT2L6
Q08554	DSC1
A6NLW8	DUXA
O00148	DDX39A
P32926	DSG3
Q9UBX2	DUX4
P13765	HLA-DOB
Q9UKG1	APPL1
Q9Y6C2	EMILIN1
Q13347	EIF3I
P0DPD8	EEF1AKMT4-ECE2
P55884	EIF3B
Q8IYF1	ELOA2
Q15717	ELAVL1
P46952	HAAO
Q96P50	ACAP3
Q04844	CHRNE
Q5VST6	ABHD17B
P00505	GOT2
P36544	CHRNA7
Q9NP70	AMBN
Q9UKB5	AJAP1
Q9P0M2	AKAP7
Q96L96	ALPK3
Q92667	AKAP1
P14550	AKR1A1
Q53H64	ANKRD40CL
A6NHY2	ANKDD1B
Q9HBW9	ADGRL4
P06280	GLA
Q6IQ32	ADNP2
P52594	AGFG1
O43707	ACTN4
Q9UHB7	AFF4
O15084	ANKRD28
P54802	NAGLU
P16066	NPR1
P62330	ARF6
P84085	ARF5
Q9Y6Q5	AP1M2
Q92888	ARHGEF1
O94973	AP2A2
Q13367	AP3B2
Q92527	ANKRD7
Q01484	ANK2
P0C7U1	ASAH2B
Q9H7F0	ATP13A3
Q9ULK2	ATXN7L1
Q16720	ATP2B3
Q96LT7	C9orf72
Q5TBE3	C9orf153
Q7Z3C6	ATG9A
P56211	ARPP19
Q7L4S7	ARMCX6
Q9H3M9	ATXN3L
P54252	ATXN3
Q156A1	ATXN8
P03928	MT-ATP8
Q8N815	CNTD1
Q9P126	CLEC1B
Q96IX5	ATP5MK
P56378	ATP5MJ
P24311	COX7B
P01189	POMC
Q9Y6H3	ATP23
Q9NY43	BARHL2
O95696	BRD1
Q0VDD7	BRME1
Q9ULD4	BRPF3
Q8N3I7	BBS5
Q10588	BST1
Q8TD16	BICD2
O00478	BTN3A3
O95999	BCL10
Q6ZMB0	B3GNT6
Q7Z465	BNIPL
P51671	CCL11
Q8N4T8	CBR4
O60756	BCE1
P16152	CBR1
Q8N5N4	C3orf22
Q9H425	C1orf198
Q16568	CARTPT
Q6IMN6	CAPRIN2
Q8WXF5	CRYGN
Q7Z7K0	CMC1
Q6NV74	CRACDL
O94850	DDN
O75064	DENND4B
Q6ZUT9	DENND5B
Q8TCX1	DYNC2LI1
Q9Y5R5	DMRT2
Q6P158	DHX57
O60479	DLX3
O96015	DNAL4
Q96Q80	DERL3
Q9HCM4	EPB41L5
Q14574	DSC3
Q9NRF9	POLE3
Q9Y295	DRG1
A0A1B0GTR0	EDDM13
Q9P2K8	EIF2AK4
Q5VUJ9	EFCAB2
Q14204	DYNC1H1
Q8TB45	DEPTOR
P00519	ABL1
P78314	SH3BP2
P14060	HSD3B1
Q15057	ACAP2
Q9Y478	PRKAB1
P34969	HTR7
O95336	PGLS
P25106	ACKR3
P22303	ACHE
P49189	ALDH9A1
P30556	AGTR1
C9J069	AJM1
Q9ULC5	ACSL5
P12814	ACTN1
Q02410	APBA1
Q8N9V6	ANKRD53
Q8IVW1	ARL17A
Q8IVW1	ARL17B
P56746	CLDN15
O95671	ASMTL
Q9NR48	ASH1L
O60423	ATP8B3
Q8IXM2	BAP18
P53004	BLVRA
Q9NUP1	BLOC1S4
O75752	B3GALNT1
P59052	B3GALT5-AS1
Q8TDL5	BPIFB1
Q6Y288	B3GLCT
Q9Y276	BCS1L
Q9UKI2	CDC42EP3
Q9NY97	B3GNT2
Q9NWK9	ZNHIT6
Q9UBR2	CTSZ
Q9H503	BANF2
P08185	SERPINA6
P0C671	BNIP5
Q6NZI2	CAVIN1
O60826	CCDC22
P15088	CPA3
A6NHX0	CASTOR2
A6NKD9	CCDC85C
Q5VU57	AGBL4
Q9BWT7	CARD10
B2RNN3	C1QTNF9B
Q96LT6	C1orf74
Q8TC20	CAGE1
P23435	CBLN1
Q2M2E5	C5orf64
P13569	CFTR
P31997	CEACAM8
Q9UKY3	CES1P1
Q9GZU0	C6orf62
Q5T5N4	C6orf118
P53567	CEBPG
Q0VF96	CGNL1
A8MT69	CENPX
Q9BZC1	CELF4
Q96JM3	CHAMP1
P48745	CCN3
O76031	CLPX
Q9BPX3	NCAPG
P61024	CKS1B
Q9UBY8	CLN8
Q8TBE1	CNIH3
Q9H7T3	C10orf95
Q9H0W9	C11orf54
P51801	CLCNKB
A0A1B0GVH6	C13orf42
Q9H9A5	CNOT10
Q8N1G2	CMTR1
Q5VTT2	C9orf135
H7C241	CLDN34
O14810	CPLX1
Q7Z449	CYP2U1
Q86W10	CYP4Z1
Q9UBW8	COPS7A
Q96HD1	CRELD1
Q494W8	CHRFAM7A
Q96P56	CATSPER2
Q96RT6	CTAGE1
Q13618	CUL3
Q13620	CUL4B
Q8NHQ9	DDX55
Q66K64	DCAF15
Q13409	DYNC1I2
Q13117	DAZ2
O95424	DEXI
Q9NQL9	DMRT3
P00367	GLUD1
Q7Z5P4	HSD17B13
Q8TF46	DIS3L
Q8NCG7	DAGLB
Q96PD7	DGAT2
Q9HAF1	MEAF6
P0CF75	EBLN1
O75521	ECI2
P48664	SLC1A6
Q8TD84	DSCAML1
Q96FJ2	DYNLL2
P09172	DBH
Q9H2P9	DPH5
Q13474	DRP2
Q9C005	DPY30
Q14195	DPYSL3
Q9BV47	DUSP26
Q4G0W2	DUSP28
Q68J44	DUSP29
Q9NX74	DUS2
Q9P0I2	EMC3
P06733	ENO1
Q6SJ93	FAM111B
P03951	F11
P0CH98	FAM106C
Q8IYM0	FAM186B
Q96P26	NT5C1B
Q96AK3	APOBEC3D
Q719I0	AHSA2P
P51648	ALDH3A2
Q13155	AIMP2
O14514	ADGRB1
Q99965	ADAM2
Q9UKF5	ADAM29
P42025	ACTR1B
Q562R1	ACTBL2
P55196	AFDN
Q99767	APBA2
O43488	AKR7A2
O15143	ARPC1B
Q63HQ0	AP1AR
Q92974	ARHGEF2
P56377	AP1S2
Q8WXJ9	ASB17
P05496	ATP5MC1
Q8N6F1	CLDN19
Q5T3Y7	BVES-AS1
Q6PI77	BHLHB9
Q96RK4	BBS4
Q5SZJ8	BEND6
P23560	BDNF
O00481	BTN3A1
Q7KYR7	BTN2A1
P22004	BMP6
Q86UU0	BCL9L
O95972	BMP15
Q9Y5Z0	BACE2
P12644	BMP4
Q13166	CATR1
Q92934	BAD
Q5RIA9	CBWD5
Q9BYV7	BCO2
A6NLC5	C3orf70
P47710	CSN1S1
Q13185	CBX3
Q8TBZ0	CCDC110
Q5VVM6	CCDC30
Q6UXQ4	C2orf66
Q01518	CAP1
Q9Y376	CAB39
Q96KC9	CABS1
P32238	CCKAR
O75155	CAND2
Q9BXL6	CARD14
Q9NS85	CA10
Q9Y4F5	CEP170B
Q9BXL7	CARD11
Q86Y37	CACUL1
O95813	CER1
P13688	CEACAM1
P00746	CFD
Q9BY43	CHMP4A
Q71F23	CENPU
Q5VXM1	CDCP2
Q9NYQ7	CELSR3
Q96BS2	TESC
Q03188	CENPC
P51685	CCR8
P51681	CCR5
